x [um]	Electron Densities [1/cm^3]	Hole Densities [1/cm^3]
0.322494147462842	9414104722203.27	1.000941520510443e+16
0.3231448796858343	9461626196334.732	1.0009462652576832e+16
0.32379561190882655	9509147427913.143	1.0009510100887112e+16
0.32444634413181883	9556668417002.156	1.0009557550018504e+16
0.3250970763548111	9604189163666.527	1.0009604999954376e+16
0.3257478085778034	9651709667968.896	1.0009652450678482e+16
0.32639854080079567	9699229929973.926	1.0009699902174776e+16
0.32704927302378795	9746749949744.31	1.000974735442743e+16
0.3277000052467802	9794269727344.693	1.0009794807420884e+16
0.3283507374697725	9841789262838.639	1.0009842261139906e+16
0.3290014696927648	9889308556289.787	1.0009889715569386e+16
0.32965220191575706	9936827607761.732	1.0009937170694498e+16
0.33030293413874934	9984346417318.072	1.000998462650062e+16
0.3309536663617416	10031864985022.338	1.00100320829734e+16
0.3316043985847339	10079383310938.023	1.0010079540098732e+16
0.3322551308077262	10126901395128.64	1.0010126997862694e+16
0.33290586303071845	10174419237658.697	1.0010174456251552e+16
0.33355659525371073	10221936838590.68	1.0010221915251806e+16
0.334207327476703	10269454197987.97	1.0010269374850234e+16
0.3348580596996953	10316971315915.004	1.0010316835033752e+16
0.33550879192268757	10364488192434.174	1.0010364295789494e+16
0.33615952414567984	10412004827609.855	1.0010411757104778e+16
0.3368102563686721	10459521221505.37	1.0010459218967172e+16
0.3374609885916644	10507037374183.021	1.001050668136441e+16
0.3381117208146567	10554553285707.074	1.0010554144284436e+16
0.33876245303764896	10602068956140.773	1.0010601607715386e+16
0.33941318526064124	10649584385547.412	1.0010649071645494e+16
0.3400639174836335	10697099573990.145	1.001069653606329e+16
0.3407146497066258	10744614521532.094	1.0010744000957492e+16
0.3413653819296181	10792129228236.443	1.0010791466316904e+16
0.34201611415261035	10839643694166.262	1.0010838932130588e+16
0.34266684637560263	10887157919384.629	1.001088639838774e+16
0.3433175785985949	10934671903955.592	1.0010933865077718e+16
0.3439683108215872	10982185647941.188	1.0010981332190042e+16
0.34461904304457947	11029699151404.389	1.0011028799714428e+16
0.34526977526757174	11077212414409.145	1.0011076267640726e+16
0.345920507490564	11124725437017.389	1.0011123735958958e+16
0.3465712397135563	11172238219292.031	1.0011171204659276e+16
0.3472219719365486	11219750761296.88	1.0011218673732058e+16
0.34787270415954086	11267263063093.773	1.001126614316778e+16
0.34852343638253314	11314775124746.47	1.0011313612957092e+16
0.3491741686055254	11362286946317.75	1.0011361083090766e+16
0.3498249008285177	11409798527869.324	1.0011408553559734e+16
0.35047563305150997	11457309869464.932	1.0011456024355024e+16
0.35112636527450225	11504820971167.213	1.0011503495467862e+16
0.35177709749749453	11552331833038.77	1.0011550966889614e+16
0.3524278297204868	11599842455142.207	1.001159843861175e+16
0.3530785619434791	11647352837540.062	1.0011645910625906e+16
0.35372929416647136	11694862980293.887	1.0011693382923814e+16
0.35438002638946364	11742372883467.139	1.0011740855497382e+16
0.3550307586124559	11789882547122.312	1.0011788328338572e+16
0.3556814908354482	11837391971322.783	1.0011835801439552e+16
0.3563322230584405	11884901156129.94	1.0011883274792594e+16
0.35698295528143276	11932410101606.166	1.001193074839004e+16
0.35763368750442504	11979918807813.738	1.0011978222224426e+16
0.3582844197274173	12027427274814.973	1.001202569628835e+16
0.3589351519504096	12074935502672.115	1.001207317057454e+16
0.35958588417340187	12122443491448.383	1.0012120645075838e+16
0.36023661639639415	12169951241204.936	1.0012168119785226e+16
0.3608873486193864	12217458752003.9	1.0012215594695796e+16
0.3615380808423787	12264966023908.406	1.0012263069800704e+16
0.362188813065371	12312473056979.521	1.0012310545093248e+16
0.36283954528836326	12359979851279.316	1.0012358020566806e+16
0.36349027751135554	12407486406870.79	1.0012405496214874e+16
0.3641410097343478	12454992723814.893	1.0012452972031072e+16
0.3647917419573401	12502498802174.594	1.0012500448009078e+16
0.3654424741803324	12550004642011.758	1.0012547924142724e+16
0.36609320640332466	12597510243387.293	1.001259540042588e+16
0.36674393862631693	12645015606364.016	1.0012642876852562e+16
0.3673946708493092	12692520731002.713	1.0012690353416866e+16
0.3680454030723015	12740025617366.186	1.001273783011295e+16
0.36869613529529377	12787530265516.09	1.0012785306935146e+16
0.36934686751828605	12835034675513.207	1.0012832783877766e+16
0.3699975997412783	12882538847420.12	1.0012880260935324e+16
0.3706483319642706	12930042781298.504	1.0012927738102324e+16
0.3712990641872629	12977546477210.0	1.0012975215373366e+16
0.37194979641025516	13025049935216.133	1.0013022692743196e+16
0.37260052863324744	13072553155378.416	1.0013070170206624e+16
0.3732512608562397	13120056137757.398	1.0013117647758492e+16
0.373901993079232	13167558882415.523	1.0013165125393774e+16
0.3745527253022243	13215061389414.242	1.0013212603107496e+16
0.37520345752521655	13262563658814.969	1.0013260080894772e+16
0.37585418974820883	13310065690679.033	1.001330755875082e+16
0.3765049219712011	13357567485067.717	1.0013355036670952e+16
0.3771556541941934	13405069042042.375	1.0013402514650476e+16
0.37780638641718567	13452570361664.2	1.0013449992684862e+16
0.37845711864017795	13500071443994.49	1.0013497470769556e+16
0.3791078508631702	13547572289094.438	1.001354494890014e+16
0.3797585830861625	13595072897026.215	1.0013592427072242e+16
0.3804093153091548	13642573267849.975	1.001363990528156e+16
0.38106004753214706	13690073401626.83	1.0013687383523864e+16
0.38171077975513934	13737573298417.83	1.0013734861795014e+16
0.3823615119781316	13785072958284.06	1.0013782340090892e+16
0.3830122442011239	13832572381286.533	1.0013829818407462e+16
0.3836629764241162	13880071567487.207	1.0013877296740776e+16
0.38431370864710845	13927570516946.021	1.0013924775086948e+16
0.38496444087010073	13975069229723.893	1.0013972253442136e+16
0.385615173093093	14022567705881.742	1.001401973180254e+16
0.3862659053160853	14070065945481.447	1.0014067210164426e+16
0.38691663753907757	14117563948582.844	1.0014114688524134e+16
0.38756736976206985	14165061715246.746	1.001416216687806e+16
0.3882181019850621	14212559245534.879	1.0014209645222682e+16
0.3888688342080544	14260056539506.977	1.0014257123554518e+16
0.3895195664310467	14307553597224.824	1.0014304601870082e+16
0.39017029865403896	14355050418748.107	1.0014352080166002e+16
0.39082103087703124	14402547004137.475	1.0014399558438954e+16
0.3914717631000235	14450043353454.57	1.001444703668565e+16
0.3921224953230158	14497539466758.941	1.001449451490291e+16
0.3927732275460081	14545035344112.195	1.0014541993087538e+16
0.39342395976900035	14592530985573.875	1.0014589471236418e+16
0.39407469199199263	14640026391205.486	1.001463694934648e+16
0.3947254242149849	14687521561066.473	1.0014684427414738e+16
0.3953761564379772	14735016495218.285	1.0014731905438228e+16
0.39602688866096947	14782511193720.393	1.0014779383413994e+16
0.39667762088396175	14830005656634.25	1.0014826861339126e+16
0.397328353106954	14877499884019.234	1.0014874339210792e+16
0.3979790853299463	14924993875936.662	1.0014921817026228e+16
0.3986298175529386	14972487632446.875	1.001496929478268e+16
0.39928054977593086	15019981153609.21	1.0015016772477422e+16
0.39993128199892314	15067474439484.865	1.0015064250107844e+16
0.4005820142219154	15114967490134.111	1.0015111727671322e+16
0.4012327464449077	15162460305616.232	1.0015159205165238e+16
0.4018834786679	15209952885992.326	1.0015206682587126e+16
0.40253421089089225	15257445231322.586	1.0015254159934472e+16
0.40318494311388453	15304937341666.17	1.001530163720483e+16
0.4038356753368768	15352429217084.137	1.0015349114395822e+16
0.4044864075598691	15399920857636.648	1.0015396591505026e+16
0.40513713978286137	15447412263382.832	1.0015444068530072e+16
0.40578787200585364	15494903434383.713	1.001549154546868e+16
0.4064386042288459	15542394370699.305	1.0015539022318588e+16
0.4070893364518382	15589885072389.55	1.0015586499077606e+16
0.4077400686748305	15637375539513.506	1.0015633975743496e+16
0.40839080089782276	15684865772132.047	1.0015681452314144e+16
0.40904153312081504	15732355770305.098	1.0015728928787438e+16
0.4096922653438073	15779845534092.578	1.0015776405161284e+16
0.4103429975667996	15827335063554.371	1.0015823881433618e+16
0.4109937297897919	15874824358749.34	1.0015871357602426e+16
0.41164446201278415	15922313419738.336	1.0015918833665702e+16
0.41229519423577643	15969802246581.146	1.0015966309621514e+16
0.4129459264587687	16017290839337.557	1.0016013785467942e+16
0.413596658681761	16064779198067.375	1.0016061261203066e+16
0.41424739090475327	16112267322830.266	1.0016108736825072e+16
0.41489812312774554	16159755213685.973	1.0016156212332112e+16
0.4155488553507378	16207242870693.262	1.001620368772235e+16
0.4161995875737301	16254730293912.775	1.0016251162994036e+16
0.4168503197967224	16302217483404.172	1.0016298638145426e+16
0.41750105201971466	16349704439227.102	1.0016346113174796e+16
0.41815178424270694	16397191161441.176	1.0016393588080454e+16
0.4188025164656992	16444677650105.955	1.0016441062860766e+16
0.4194532486886915	16492163905281.068	1.0016488537514062e+16
0.42010398091168377	16539649927026.094	1.0016536012038722e+16
0.42075471313467605	16587135715400.559	1.0016583486433172e+16
0.42140544535766833	16634621270463.932	1.0016630960695876e+16
0.4220561775806606	16682106592275.734	1.0016678434825294e+16
0.4227069098036529	16729591680895.43	1.0016725908819926e+16
0.42335764202664516	16777076536382.54	1.0016773382678246e+16
0.42400837424963744	16824561158796.416	1.0016820856398856e+16
0.4246591064726297	16872045548196.547	1.0016868329980274e+16
0.425309838695622	16919529704642.326	1.0016915803421098e+16
0.4259605709186143	16967013628193.186	1.001696327671991e+16
0.42661130314160656	17014497318908.4	1.001701074987539e+16
0.42726203536459884	17061980776847.299	1.0017058222886208e+16
0.4279127675875911	17109464002069.26	1.0017105695751006e+16
0.4285634998105834	17156946994633.576	1.0017153168468498e+16
0.42921423203357567	17204429754599.586	1.001720064103738e+16
0.42986496425656795	17251912282026.47	1.0017248113456448e+16
0.43051569647956023	17299394576973.547	1.0017295585724416e+16
0.4311664287025525	17346876639500.047	1.0017343057840076e+16
0.4318171609255448	17394358469665.15	1.0017390529802258e+16
0.43246789314853706	17441840067528.145	1.0017438001609738e+16
0.43311862537152934	17489321433148.146	1.0017485473261394e+16
0.4337693575945216	17536802566584.35	1.0017532944756068e+16
0.4344200898175139	17584283467895.879	1.0017580416092664e+16
0.4350708220405062	17631764137142.926	1.001762788727004e+16
0.43572155426349846	17679244574383.56	1.0017675358287146e+16
0.43637228648649073	17726724779676.934	1.0017722829142882e+16
0.437023018709483	17774204753082.086	1.0017770299836236e+16
0.4376737509324753	17821684494658.082	1.0017817770366178e+16
0.43832448315546757	17869164004464.047	1.0017865240731656e+16
0.43897521537845985	17916643282558.98	1.0017912710931696e+16
0.4396259476014521	17964122329001.87	1.0017960180965336e+16
0.4402766798244444	18011601143852.777	1.0018007650831588e+16
0.4409274120474367	18059079727169.69	1.0018055120529496e+16
0.44157814427042896	18106558079011.613	1.001810259005813e+16
0.44222887649342124	18154036199437.484	1.0018150059416576e+16
0.4428796087164135	18201514088506.316	1.00181975286039e+16
0.4435303409394058	18248991746277.03	1.0018244997619226e+16
0.4441810731623981	18296469172809.473	1.0018292466461724e+16
0.44483180538539036	18343946368161.58	1.0018339935130518e+16
0.44548253760838263	18391423332392.223	1.0018387403624774e+16
0.4461332698313749	18438900065560.344	1.0018434871943636e+16
0.4467840020543672	18486376567724.83	1.0018482340086274e+16
0.44743473427735947	18533852838944.527	1.0018529808051884e+16
0.44808546650035175	18581328879279.203	1.001857727583972e+16
0.448736198723344	18628804688786.727	1.0018624743448982e+16
0.4493869309463363	18676280267525.957	1.0018672210878892e+16
0.4500376631693286	18723755615555.68	1.0018719678128696e+16
0.45068839539232086	18771230732934.7	1.0018767145197652e+16
0.45133912761531314	18818705619722.72	1.0018814612085068e+16
0.4519898598383054	18866180275977.543	1.0018862078790216e+16
0.4526405920612977	18913654701757.914	1.0018909545312398e+16
0.45329132428429	18961128897122.57	1.0018957011650926e+16
0.45394205650728225	19008602862131.227	1.0019004477805126e+16
0.45459278873027453	19056076596841.586	1.0019051943774332e+16
0.4552435209532668	19103550101312.383	1.0019099409557874e+16
0.4558942531762591	19151023375602.31	1.0019146875155112e+16
0.45654498539925137	19198496419770.977	1.0019194340565442e+16
0.45719571762224365	19245969233876.15	1.001924180578819e+16
0.4578464498452359	19293441817976.38	1.0019289270822802e+16
0.4584971820682282	19340914172130.414	1.0019336735668626e+16
0.4591479142912205	19388386296397.805	1.0019384200325106e+16
0.45979864651421276	19435858190836.18	1.0019431664791656e+16
0.46044937873720504	19483329855504.113	1.0019479129067724e+16
0.4611001109601973	19530801290460.297	1.0019526593152706e+16
0.4617508431831896	19578272495764.203	1.0019574057046106e+16
0.4624015754061819	19625743471473.504	1.0019621520747336e+16
0.46305230762917415	19673214217646.766	1.0019668984255864e+16
0.46370303985216643	19720684734342.523	1.0019716447571174e+16
0.4643537720751587	19768155021620.35	1.0019763910692734e+16
0.465004504298151	19815625079537.746	1.0019811373620062e+16
0.46565523652114327	19863094908153.27	1.0019858836352642e+16
0.46630596874413555	19910564507526.375	1.0019906298890018e+16
0.4669567009671278	19958033877714.688	1.001995376123165e+16
0.4676074331901201	20005503018776.527	1.0020001223377148e+16
0.4682581654131124	20052971930770.496	1.0020048685325998e+16
0.46890889763610466	20100440613756.035	1.0020096147077752e+16
0.46955962985909694	20147909067790.613	1.002014360863197e+16
0.4702103620820892	20195377292932.66	1.0020191069988228e+16
0.4708610943050815	20242845289241.72	1.0020238531146042e+16
0.4715118265280738	20290313056775.086	1.0020285992105058e+16
0.47216255875106605	20337780595591.293	1.0020333452864814e+16
0.47281329097405833	20385247905749.746	1.0020380913424902e+16
0.4734640231970506	20432714987307.844	1.0020428373784928e+16
0.4741147554200429	20480181840324.047	1.002047583394447e+16
0.47476548764303517	20527648464856.723	1.0020523293903152e+16
0.47541621986602745	20575114860965.266	1.0020570753660582e+16
0.4760669520890197	20622581028707.04	1.0020618213216408e+16
0.476717684312012	20670046968140.36	1.002066567257027e+16
0.4773684165350043	20717512679324.58	1.002071313172182e+16
0.47801914875799656	20764978162317.02	1.0020760590670714e+16
0.47866988098098884	20812443417176.008	1.0020808049416616e+16
0.4793206132039811	20859908443960.934	1.0020855507959154e+16
0.4799713454269734	20907373242729.086	1.0020902966298004e+16
0.4806220776499657	20954837813538.86	1.0020950424432812e+16
0.48127280987295795	21002302156449.465	1.0020997882363296e+16
0.48192354209595023	21049766271518.258	1.0021045340089116e+16
0.4825742743189425	21097230158803.5	1.0021092797609972e+16
0.4832250065419348	21144693818364.51	1.0021140254925546e+16
0.48387573876492707	21192157250258.504	1.0021187712035568e+16
0.48452647098791934	21239620454543.77	1.002123516893974e+16
0.4851772032109116	21287083431279.55	1.0021282625637774e+16
0.4858279354339039	21334546180523.184	1.002133008212935e+16
0.4864786676568962	21382008702333.895	1.0021377538414202e+16
0.48712939987988846	21429470996768.906	1.0021424994492062e+16
0.48778013210288074	21476933063886.453	1.0021472450362662e+16
0.488430864325873	21524394903745.73	1.0021519906025758e+16
0.4890815965488653	21571856516403.94	1.0021567361481098e+16
0.4897323287718576	21619317901919.37	1.00216148167284e+16
0.49038306099484985	21666779060351.18	1.0021662271767434e+16
0.49103379321784213	21714239991756.617	1.0021709726597932e+16
0.4916845254408344	21761700696193.867	1.002175718121966e+16
0.4923352576638267	21809161173722.066	1.002180463563241e+16
0.49298598988681896	21856621424398.44	1.002185208983593e+16
0.49363672210981124	21904081448281.086	1.0021899543830024e+16
0.4942874543328035	21951541245429.17	1.0021946997614476e+16
0.4949381865557958	21999000815899.867	1.0021994451189062e+16
0.4955889187787881	22046460159752.37	1.0022041904553552e+16
0.49623965100178036	22093919277043.777	1.002208935770776e+16
0.49689038322477264	22141378167832.32	1.002213681065144e+16
0.4975411154477649	22188836832177.043	1.0022184263384432e+16
0.4981918476707572	22236295270135.082	1.0022231715906542e+16
0.49884257989374947	22283753481764.65	1.002227916821754e+16
0.49949331211674175	22331211467124.7	1.0022326620317302e+16
0.500144044339734	22378669226272.465	1.0022374072205594e+16
0.5007947765627263	22426126759267.035	1.0022421523882246e+16
0.5014455087857186	22473584066165.484	1.002246897534709e+16
0.5020962410087109	22521041147025.88	1.0022516426599968e+16
0.5027469732317031	22568498001907.39	1.0022563877640668e+16
0.5033977054546954	22615954630867.02	1.0022611328469066e+16
0.5040484376776877	22663411033963.832	1.0022658779085002e+16
0.50469916990068	22710867211254.953	1.0022706229488294e+16
0.5053499021236723	22758323162798.375	1.0022753679678828e+16
